﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:0thT1go2Rd4WFeNRGTrF9B","Find A Way (feat. Madeleine Jayne)","Deorro, Madeleine Jayne","Good Evening","1","8","226766","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:5aSYCqTmfXXNsQOtTqEHq1","Firefly","Jim Yosef","Firefly","1","1","256620","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:2vTP0Mu10PhbLzfkbHHuOn","Kimse Bilmez","Mehmet Güreli","Kent Ozanları, Vol. 1","1","3","207133","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:13qjycCLStZb9sJje6v0MC","Red Like Roses - Part II (feat. Casey Lee Williams & Sandy Casey)","Jeff Williams, Casey Lee Williams, Sandy Casey","RWBY, Vol. 1 (Music from the Rooster Teeth Series)","1","9","242460","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:2HD2g1syRNaqanstTj8zfJ","Love Like You (End Credits)","Steven Universe, Rebecca Sugar","Steven Universe, Vol. 1 (Original Soundtrack)","1","37","143629","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:1zK9yeaFncFFkpRwYwfVgH","The Working Dead (feat. Kate Micucci)","Steven Universe, Kate Micucci","The Working Dead (feat. Kate Micucci)","1","1","137090","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6bX8I0kg3J6IXWVlyVknh1","Here Comes a Thought","Steven Universe, Estelle, AJ Michalka","Steven Universe, Vol. 1 (Original Soundtrack)","1","33","202340","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:2nGG5ladMCBTQTjRL4v9VB","What's the Use of Feeling (Blue)?","Steven Universe, Patti LuPone, Deedee Magno Hall","Steven Universe, Vol. 1 (Original Soundtrack)","1","36","146031","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3KF7itkrBxHgqJfyc506Al","99 Red Balloons","Nena","80s 100 Hits","1","61","230666","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:5FmHnQvnU5SeTo9AVeXJFV","Let Me Drive My Van into Your Heart","Steven Universe, Tom Scharpling","Steven Universe, Vol. 1 (Original Soundtrack)","1","2","66090","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3W0MG9Sr4qEgu4xHcOp928","We Are the Crystal Gems (Full Theme Song)","Steven Universe, Zach Callison, Estelle, Deedee Magno Hall, Michaela Dietz, Tom Scharpling","Steven Universe, Vol. 1 (Original Soundtrack)","1","18","146454","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:1XJ4Tlgl5Q0DvVp8s6dq7p","Destiny","Steven Universe, Tom Scharpling","Steven Universe, Vol. 1 (Original Soundtrack)","1","13","39729","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:2OgMSIdtVumkk05UkXOk38","Comet","Steven Universe, Tom Scharpling","Steven Universe, Vol. 1 (Original Soundtrack)","1","12","125000","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:1m7htett3rX5l516pxzU6c","We Are the Crystal Gems (Main Title)","Steven Universe, Zach Callison, Estelle, Deedee Magno Hall, Michaela Dietz","Steven Universe, Vol. 1 (Original Soundtrack)","1","1","26297","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:6Y2VzNDBghZuYv18sr0AYO","Peace and Love on the Planet Earth","Steven Universe, Zach Callison, Estelle, Deedee Magno Hall, Michaela Dietz, Shelby Rabara","Steven Universe, Vol. 1 (Original Soundtrack)","1","25","112198","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:5XNxMOA0ulXcavLzOQM2br","Strong in the Real Way","Steven Universe, Zach Callison, Deedee Magno Hall","Steven Universe, Vol. 1 (Original Soundtrack)","1","5","101500","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:1SgdUjvppHnIp6L7DZSnwc","She Wolf (Falling to Pieces) (feat. Sia)","David Guetta, Sia","Nothing But the Beat (Ultimate Edition)","1","3","222500","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:2yqltlQVviRd35IqmuekLW","The Wolf","SIAMES","Bounce into the Music","1","2","186945","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:1f3yAtsJtY87CTmM8RLnxf","Smells Like Teen Spirit","Nirvana","Nevermind (Deluxe Edition)","1","1","301920","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
"spotify:track:3d54yF6CHGO8lzD0470vtS","Öyle Dertli","Duman","Darmaduman","1","11","301734","spotify:user:seyahdoo","2019-05-23T16:01:59Z"
